Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Disney Pirates of the Caribbean At World's End PC DVD-ROM,12.23,0.0,1,5.0,2,2,0,0,0,0,39,2,0,0,0,0,0,0,0,1,0,"Play as Captain Jack, Will and Elizabeth to unleash a variety of attacks
Go beyond the movie- use your cunning and savvy against the most notorious villains of Pirate Lore!
The most dynamic sword play ever!
Rated "" T "" Teen
PC DVD-Rom",5,43
Company of Heroes: Tales of Valor - PC,39.99,0.0,0,3.9,122,64,21,12,6,15,25,4,0,0,0,0,1,1,2,1,0,"2-8 person multiplayer support via LAN or the Internet and New maps based on famous battles such as Villers-Bocage.
3 Immersive single player campaigns/storylines that utilize tank and infantry units, in both the Allied and Axis camps following D-Day.
Direct Fire Control targeting system that allows players to aim and fire at any spot in real-time to capitalize on the changing battle conditions.
New combat units available in multiplayer modes such as the all-terrain amphibious Schwimmwagen unit and the tank killing British air unit, the Hellcat.
3 New Multiplayer Modes: Become a tank commander in Panzerkrieg; Push back enemy lines in Assault; Defend against waves of attackers in Stonewall.",5,109
The Sims 4 - Dine Out [Online Game Code],16.93,3.06,1,4.7,916,778,73,45,9,18,0,7,0,7,6,2016,1,1,0,1,0,"Create Unique Restaurants
Become an Owner
Dine Out with Your Sims
Experiment with New Food",4,15
Peter Jackson's King Kong: the Official Game of the Movie - PC,54.71,0.0,0,3.6,76,35,9,11,6,13,1,2,0,0,0,0,2,0,1,1,0,"Intense and climactic battles will challenge players' nerves and skills in fighting the savage beasts.
Survive as Jack in a world crawling with predators and live the legend as Kong.
Use weapons, traps, and your team wisely to survive in first-person as Jack.
Break jaws, slam enemies, and throw massive objects in Kong's colossal third-person battles.
Alternating gameplay with 3rd-person action as Jack Driscoll, featuring a unique resource management system for controlling your expedition team.",5,75
I Spy - Fantasy (Old Version),11.19,0.0,1,4.4,41,27,6,4,0,2,112,17,0,0,0,0,7,0,1,1,0,"Problem Solving
Thinking Skills
Language Arts
Ages 6-10",4,8
Need For Speed Rivals [Online Game Code],19.99,0.0,0,3.8,202,113,26,6,20,36,0,14,0,15,11,2013,2,2,0,1,0,0,0,0
Still Life [Download],7.99,2.0,0,3.6,12,5,1,1,1,1,97,2,0,15,4,2005,0,0,0,1,0,0,0,0
Mafia II: Definitive Edition - PC [Online Game Code],9.9,20.09,0,3.9,7,4,0,0,0,1,6,2,0,19,5,2020,5,0,0,1,0,"Golden-era Drama: Inspired by iconic mafia dramas, be immersed in the allure and impossible escape of life as a wise guy in the Mafia.
Empire Bay, NY: Post-World War 2 Empire Bay, NY, a city sprawling with opportunity and where organized crime thrives on the booming industries of post-war America.
The Complete & Remastered Favorite: For the first-time ever experience the Mafia II crime drama all in one package and presented in stunning HD detail.
Own Mafia II: Definitive Edition to unlock Vito’s Leather Jacket and Car in both Mafia and Mafia III Definitive Editions.",4,95
Grand Ages: Medieval - Windows (select),7.4,0.0,0,3.6,94,37,18,15,8,14,26,4,0,0,0,0,4,3,2,1,0,"Explore a gigantic game world of over 20 million square kilometers, plot strategically where to found important cities and defend your kingdom against foreign powers
Raise an army and fight your opponents with knights, archers and cavalry
Produce and trade 20 different goods to meet the demands of your citizens and soldiers: such as coal, fruits and pottery
Research and utilize 50 major technological advancement of the Middle Ages: including the three-field crop rotation, the low warp loom or the longbow
Face devastating natural disasters like storms, fires, volcanoes, droughts, earthquakes. or even the Black Death",5,96
Madden NFL 22 - 12000 Points - PC [Online Game Code],100.0,0.0,1,5.0,1,1,0,0,0,0,0,9,0,20,8,2021,5,0,0,1,0,"PLAY - Hone your skills with Ultimate Team Challenges or play online to showcase your skills.
EARN - As you play, earn rewards to finesse your depth chart. You can also work the Auction House to acquire specific players improve your roster.
UPGRADE - Use rewards to build and upgrade your Ultimate Team. Comprised of current NFL superstars, Hall of Fame legends, and more, customize your fantasy roster continue to upgrade all season.",3,73
Need for Speed Payback - PC,19.99,0.0,0,3.6,19,6,7,1,0,3,0,14,0,0,0,0,1,1,1,1,0,"Play through an explosive adventure as three distinct characters united by one common goal: revenge.
Endlessly fine-tune your performance through each of the five distinct car classes (Race, Drift, Off-Road, Drag, and Runner)
Get on a roll and win big with risk-versus-reward gameplay. The return of intense cop chases means the stakes have never been higher",3,56
Spore - PC/Mac,28.22,0.0,1,4.2,3453,2313,310,310,138,379,0,7,0,0,0,0,2,6,2,1,0,"Epic journey from the origin and evolution of life through the development of civilization and technology and outer space exploration
Play any way you choose in the five evolutionary phases of Spore: Cell, Creature, Tribe, Civilization, and Space
Grow, evolve, interact with and battle other cultures, and conquer the planet
Visit literally millions of planets full of other player's creations
Single-player game provides unlimited worlds to explore and play",5,69
Tom Clancy's Rainbow Six Siege Ultimate Edition- PC [Online Game Code],89.99,0.0,1,4.1,2,1,0,0,0,0,1,1,3,16,3,2021,4,3,0,1,0,"Dive into explosive 5v5 gameplay, high-stakes competition, and thrilling PvP battles solo or with friends.
Rainbow Six Siege is constantly evolving. Each new season brings brand-new content, game-changing operators and abilities, in-game events, weapons, and maps.
The Ultimate Edition includes the full game, Year 5 pass, and all 8 operators from Year 1-4",3,53
Star Wars: Battlefront - Standard Edition - PC,16.9,3.09,1,4.0,470,267,61,51,37,51,0,1,0,0,0,0,4,0,4,1,0,"Product Packaging Notice: This product includes a download code in packaging, no physical media disc included.
Visit classic planets from the original Star Wars trilogy, detailed with an unprecedented amount of realism and sense of authenticity that will transport you to a galaxy far, far away
Pilot a diverse set of ground-based vehicles including nimble speeder bikes, massive AT-ATs, and more
Encounter a variety of beloved characters from the original trilogy such as C-3PO and R2-D2
Pilot the Millennium Falcon, X-wings, TIE fighters, and more of your favorite vehicles in exhilarating aerial combat
Battle alongside your friends online or in offline split-screen Co-op mode",6,104
Mirror's Edge Catalyst - PC,12.0,7.99,1,4.3,91,50,24,7,3,4,0,1,0,0,0,0,1,1,4,1,0,"First-Person Action - Get up close with your enemies. Use your freedom of movement and martial arts combat in conjunction with the environment to experience fluid first-person action unlike any other.
Explore the City of Glass - Roam the beautiful, high-tech city at your own pace, and unlock its many different districts. Run free and explore every corner from the highest, glass made skyscrapers to the hidden underground tunnels.
Witness the Rise of Faith - Brought up on her own on the margin of the totalitarian society, Faith found refuge amongst an outsider group called the Runners. Learn about her origin story, and take part in her journey as she stands up against oppression and becomes the catalyst that can change the City of Glass forever.",3,126
Fleet Command,15.98,4.01,0,3.9,46,17,15,7,0,5,112,18,0,0,0,0,7,0,1,1,0,"Strategically deploy vessels from every class to maintain the precarious balance of naval power.
Campaigns & mission scenarios based on real life
Complete 3D environment rotates & zooms for intense combat action
Windows XP, Vista, 7, 8 compatible",4,38
FIFA 21 Ultimate Team FIFA Points 500 - PC [Online Game Code],4.99,0.0,1,4.7,4,2,1,0,0,0,0,9,2,1,10,2020,5,0,0,1,0,"Win together, get rewarded together in FUT 21. FUT Co-Op lets you team up with a friend online to complete special Co-Op Objectives and earn even more rewards for your FUT Club
FUT Stadium: An ultra-modern starting point for your team in FUT 21. Choose your anthem, pick seat colours, and decide how your fans celebrate your team’s goals as you build your club’s atmosphere.
Shake up your team in FUT Friendlies with the addition of new Squad Rules, special squad requirements that drive you and your opponents to experiment with your lineups.
Introducing the FUT 100 - Create your dream squad as a combination of today's superstars and footballing giants of the past",4,114
Echoes of Sorrow 2 [Download],6.99,0.0,0,3.3,12,3,2,2,2,2,16,6,0,4,9,2013,2,2,0,1,0,"47 locations
20 mini-games
16 HOG scenes
Two difficulty modes
Learns-as-you-play tutorial",5,12
Spy Fox 2 Pack: Includes Dry Cereal and Hold the Mustard,14.95,0.0,1,4.2,24,16,2,1,0,3,112,17,0,0,0,0,17,0,1,0,0,0,0,0
Heroes of Solitairea [Download],6.89,0.0,1,4.5,3,1,1,0,0,0,7,10,0,22,5,2014,1,5,0,1,0,"Raise your dragon from a hatchling to a powerful ally
Gather various items and equip your hero
Use the magical powers of your dragon to solve 200 levels of Solitaire fun",3,31
Reading Blaster Ages 9-12,14.37,2.62,1,4.5,47,35,6,0,1,2,74,20,0,0,0,0,7,0,1,1,0,"Use your reading comprehension skills to follow the trail of letters, journals and clues to unravel the mystery!
Using your logic and vocabulary, you'll identify the relationship between words.
Complete sentences and identify parts of speech to outwit Lydia the Ghost.
Draw the correct conclusions to bring back a missing guest.
Windows XP, Vista, 7, 8 compatible",5,57
Nancy Drew: The White Wolf of Icicle Creek [Download],6.99,0.0,1,4.3,282,200,33,16,5,25,10,5,0,12,6,2007,1,1,0,0,1,"Double Your Duties As Housekeeper And Detective.
Cook Up Savory Meals.
Ride Across The Snow In A Snowmobile.
Take Aim In Snow Ball Fights.",4,24
Babyz (Jewel Case) - PC,19.95,0.0,0,2.7,15,2,2,2,6,2,1,7,0,0,0,0,11,7,1,1,0,"Nurture, tickle, and rock your Babyz
Watch Babyz start out crawling and babbling, then learn to walk and talk
Comes with your very own unique baby, plus 15 more adoptable Babyz
Play in a virtual house with dozens of toys, a record player, picture books, and musical instruments
With voice-recognition technology, Babyz can understand and respond to basic spoken words (microphone required)",5,62
Hidden Object Collection: Treasure Trove Vol. 2 - PC,54.49,0.0,1,4.2,181,117,25,14,10,12,17,6,0,0,0,0,1,1,2,1,0,"Included in this collection are 10 games including: Amazing Adventures Riddle of the Two Knights and Amazing Adventures The Forgotten Dynasty
Also included are Escape Rosecliff Island and Escape Whisper Valley
Also included are Vacation Quest Australia and Vacation Quest The Hawaiian Islands
Also included are Mystery P; I; Lost in Los Angeles and Mystery P; I; The London Caper
Also included are Mystery P; I; The New York Fortune and Mystery P; I; – Stolen in San Francisco",5,79
Adrenal Rush Games EXTREME FISHING 3D,15.99,0.0,0,3.1,7,0,2,0,1,0,112,9,0,0,0,0,12,15,4,1,0,"Enjoy realistic environments and extremely addictive gameplay as you pursue a wide variety of fishes.
Prove your skills in an international fishing competition and earn money to upgrade your rod, bob, bait and other equipment.
Use the built-in fish radar to find out what’s going on in the lake.
28 different locations. Day and night modes.
Windows XP, Vista, 7, 8 compatible",5,62
Alice: Madness Returns [Online Game Code],19.99,0.0,1,4.3,204,146,22,4,8,22,0,1,0,14,6,2011,2,2,0,1,0,0,0,0
Empire: Total War - PC,14.99,5.0,1,4.2,652,436,84,39,26,65,14,1,0,0,0,0,2,6,1,1,0,"New Real-time 3D Naval Warfare. Players control single ships or vast fleets with fully destructible sails as well as cannon and musket action, boarding raids and more. This is the complete naval combat experience.
All-new Game Engine. With a newly created Windows XP-compatible DirectX 9 graphics engine, players will experience real-time seascapes, dynamic weather and a new advanced landscape and flora system.
Episodic Campaign. Improves accessibility to the game by gradually introducing advanced features over time.
Massive Scope. Over 30 in-game factions encompass all of the World's major powers including the United States of America.and dodge pursuers using the stylus.
Brand New Multiplayer Modes. Players vie for a place at the top of the rankings and join leagues and ladders for even more gameplay challenges.",5,125
Shadow of the Tomb Raider: Definitive Edition - PC [Online Game Code],59.99,0.0,1,4.1,58,35,7,5,1,6,3,2,0,5,11,2019,9,9,0,1,0,"Full game with 7 bonus missions
5 co-op challenge tombs
Digital copy of original soundtrack
All previously released outfits and skills
New “Croft Fitness” outfit for the Tomb Raider in training",5,31
Fade to Silence [Online Game Code],29.99,10.0,1,4.8,6,4,1,0,0,0,5,1,0,30,4,2019,4,3,0,1,0,"Tense atmosphere and unforgiving gameplay. This is a strategist’s game.
Explore a vast winter landscape: The launch version lets you explore a river delta, a dense forest region and cultivated farmland of an 8km² area.
Wolf Sled Expeditions: Pack your sled, take a follower with you and engage in long-term expeditions into the farthest regions.
Recruit followers to get access to better gear, enabling you to survive the cold environment and increasingly dangerous creatures.
2 player co-op gameplay (once the host player has recruited the first follower)",5,87
Encore Hoyle Casino Games 2011,42.99,0.0,1,4.1,40,22,6,5,3,2,8,12,0,0,0,0,12,1,4,1,0,0,0,0
House of 1000 Doors: The Palm of Zoroaster Collector's Edition [Download],9.99,0.0,1,4.3,24,15,3,2,0,2,16,6,0,11,4,2017,6,1,0,1,0,"100 locations
28 mini-games
15 hidden object scenes
Concert Art and wallpapers
Step-by-step walkthrough",5,14
WMS Casino Gaming Slots: Quest for the Fountain,15.97,0.0,0,3.7,48,23,7,4,7,5,112,20,14,0,0,0,2,12,2,1,0,"WMS SLOTS: QUEST FOR THE FOUNTAIN
Manufacturer:PHANTOM
Manufacturer Model Number:PHANTOM
Weight:1 Pounds
Brand:PHANTOM",5,13
Dracula (Resurrection / Last Sanctuary),14.99,0.0,1,4.0,11,6,1,1,1,1,8,2,0,0,0,0,1,15,1,2,0,"Confront Dracula in two exciting tales
Explore more than 40 different scenes and locations.
Solve challenging puzzles.
Stunning 3D graphics and animation.
Dual Jewel Case",5,25
Twistingo,6.94,0.0,1,4.5,5,3,1,0,0,0,112,4,0,0,0,0,1,15,3,2,0,"bingo with a twist
puzzle game",2,6
Saints Row IV PC,11.4,0.0,1,4.2,80,50,12,5,4,7,24,1,5,0,0,0,1,1,2,1,0,"Delve into an arsenal of alien weaponry and technology that will turn each Saint into an ultimate entity of destruction
Utilize out-of-this-world superpowers to fight all the way to the top.
Use superpowers and leap over buildings, outrun the fastest sports cars, or send enemies flying with telekinesis. Save the world, Saints Style.",3,53
Forest Legends: The Call of Love Collector's Edition [Download],11.99,0.0,0,3.0,13,3,1,1,1,4,16,6,0,30,9,2016,6,1,0,1,0,"Five chapters
68 scenes
25 mini-games
Casual and Expert game modes
Learn-as-you-play tutorial",5,13
GTR FIA GT Racing Game PC,5.5,4.49,0,2.9,9,0,1,3,0,1,112,20,0,0,0,0,0,0,2,1,0,"Based on the real FIA GT Championship
All the real tracks and cars are included
Car physics based on real race car telemetry data
Tracks are built from actual GPS and CAD data
Sounds are sampled from the real race cars",5,41
Nancy Drew: The Phantom of Venice [Download],6.99,0.0,1,4.4,346,249,38,24,10,24,10,5,0,8,7,2008,1,1,0,0,1,"Master Italian As You Dig For Clues.
Create A Fashion Statement Or A New Disguise.
Discover Creative Ways To Earn Euros.
Deal Out The Fun In The Italian Card Game Scopa.",4,31
Minecraft (Nintendo Switch),30.8,2.14,1,4.8,23564,20500,2120,706,235,235,112,7,0,0,0,0,0,0,0,4,0,"Minecraft is a game about placing blocks and going on adventures
Explore randomly generated worlds and build amazing things from the simplest of homes to the grandest of castles
Play in creative mode with unlimited resources or mine deep into the world in survival mode, crafting weapons and armor to fend off the dangerous mobs
Play on the go in handheld or tabletop modes
Includes Super Mario Mash-Up, Natural Texture Pack, Biome Settlers Skin Pack, Battle & Beasts Skin Pack, Campfire Tales Skin Pack;Compatible with Nintendo Switch only",5,88
Big Bundle: Diesel Pack - PC (Bundle),9.95,0.0,0,3.4,9,3,1,0,1,1,20,7,0,0,0,0,1,1,1,1,0,0,0,0
Toy Story 3 The Video Game - PC,33.99,0.0,0,3.2,41,17,3,3,3,12,39,2,0,0,0,0,1,1,2,1,0,"System Requirements -
2.4 GHz Intel Pentium 4, or 3000+AMD or equivalent processor, or 1.8 GHz Core 2
1 GB or more of system RAM
128 MB DirectX 9.0c compatible card supporting Shaders 2.0 (NVIDIA GeForce FX 5600 or better, ATI Radeon 9600 or better)
16-bit DirectX 9.0c compatible sound card",5,51
Jurassic Park: Operation Genesis,249.99,0.0,1,4.1,14,9,1,0,0,2,9,1,0,0,0,0,17,1,1,1,0,"Create your own dinosaur theme park, from designing and constructing the park, to cloning and caring for the dinosaurs, and entertaining, protecting and rescuing visitors
Play 12 unique, action-packed missions
Easy-to-use world builder lets you create a lush jungle environment and dramatic effects like twisters and tropical rainstorms
Features 3-D dinosaurs the hunt, fight, feed, and flock realistically
Multiple game play modes and camera views",5,65
Life is Strange 2 - Complete Season [Online Game Code],31.99,8.0,1,4.2,51,35,4,4,3,4,3,2,0,27,9,2018,9,9,0,1,0,"Episode 1 will be available on September 27th 2018. Episodes 2-5 will be available at later dates.
Complete Season includes Episode 1 and the Episode 2-5 bundle. Episodes 2-5 available upon release.",2,32
Rubik's Games (Jewel Case) - PC,1.77,0.0,1,4.0,1,0,1,0,0,0,4,1,0,0,0,0,11,7,1,1,0,0,0,0
Tropico 6 - PC,19.97,0.0,1,4.2,34,19,7,3,1,2,26,4,0,0,0,0,4,3,2,1,0,"Play on large archipelagos for the first time in the series. Manage multiple islands at the same time and adapt to various new challenges.
Send your agents on raids to foreign lands to steal world wonders and monuments, to add them to your collection
Build bridges, construct tunnels and transport your citizens and tourists in taxis, buses and aerial cable cars. Tropico 6 offers completely new transportation and infrastructure possibilities.
Customize the looks of your palace at will and choose from various Extras.
Tropico 6 features a revised research system focusing on the political aspects of being the world's greatest dictator.",5,101
Hunting Unlimited 5,12.95,0.0,0,3.5,96,35,15,24,5,14,20,20,0,0,0,0,8,10,1,1,0,"Wilderness Madness! Free Hunt Mode drops you right in the action with game a plenty, or for exacting hunting adventures try Challenge Mode
Calling All Predators. Track and hunt 18 of the most prized big game animals including Moose, Mountain Lion, Mule Deer and NOW the Red Deer
Get Armed! Choose from a vast arsenal of 32 plus weapons including shotguns, rifles, crossbows, and more. Buy binoculars, hunting scents, rifle scopes and more to lure and track your prey
Command the Outdoors. Trek through and seek out savage animals in 11 of the world's most expansive and challenging locations",4,99
American Truck Simulator - PC,39.95,0.0,1,4.3,267,176,42,18,8,24,31,7,0,0,0,0,4,3,2,1,0,"Operate massive, branded big rigs. Drive genuine iconic trucks officially licensed and highly detailed
Make your trucks your home. Customize your vehicles with new cabins, paintjobs, engines, chassis and more
Haul a variety of cargo. Transport food and machinery -- or hazardous, chemical loads -- to various destinations
Build your own fleet of trucks. Buy garages, hire drivers and manage your company for maximum profits
Experience the open road. Travel through famous landmarks, bustling cities and gorgeous countryside, exploring an extensive game map that gives players a sense of true freedom",5,91
Back 4 Blood - PlayStation 4,24.99,35.0,1,4.4,380,273,49,22,11,19,21,1,0,0,0,0,16,0,0,4,1,"Fight your way through a perilous world In a 4-player co-op story campaign where you must work together to survive increasingly challenging missions
Choose from 8 customizable cleaners and a range of lethal weapons and items
Play with or against friends in PvP
A new Roguelike card system creates different experiences each and every time
A PlayStation Plus subscription is required to play Back 4 Blood on PlayStation or Xbox consoles. An internet connection is required to play all game modes.
An internet connection is required to play all game modes.",6,91
Tom Clancy’s The Division 2 Warlords Of New York - PC [Online Game Code],59.99,0.0,1,5.0,1,1,0,0,0,0,1,1,3,1,4,2021,4,3,0,1,0,"A level 30 boost, allowing you to jump right into the Warlords of New York campaign
Play solo or online co-op
Experience a gripping story set in a post-pandemic country
Explore two open worlds: Washington, DC, and New York City
Create and level up your own Division Agent",5,48
Hank Haney World Golf [Download],19.99,0.0,0,2.6,81,16,17,4,3,38,112,9,4,2,4,2011,0,0,0,1,0,"All new physics engine, using real-world data
Twenty courses available out of the box, with further courses available to download, including real, licensed courses
Championship Golf - 20 full 18 hole courses
Par 3 Pitch and Putt Range
Crazy Golf - 2 courses Mini Golf",5,45
Terminator Salvation - PC,6.49,0.0,0,3.4,43,23,0,3,3,13,21,1,0,0,0,0,1,1,1,1,0,"New Installment of Terminator Mythology is set two years prior to the upcoming Terminator Salvation film, players will get the opportunity to be John Connor for the first time and continue the epic fiction of the Terminator mythology.
Unrelenting and incredibly resilient robotic enemies from the Terminator franchise fight to the bitter end on land and in the sky. Designed to pursue the player by any means necessary, enemies will literally claw their way forward to inflict harm.
Advanced destructible cover gameplay will incorporate cover mechanics which allows players to use the destructible environment as protection to strategically navigate through enemy territory.
Diverse Array of Advanced Weaponry: The player has access to a wide array of weapons including shotguns, fully automatic machine guns, huge mounted weaponry, grenades, rocket-launchers and even a plasma firing Skynet tank.
Rugged Armored Vehicles Gun Fights: Pursue, attack, or evade enemies through post-apocalyptic environments on foot or inside rugged armored vehicles in extremely kinetic and extensive cinematic gun battles.",5,163
Syberia 2 [Download],9.99,0.0,0,3.7,33,16,3,3,3,5,97,2,0,30,3,2004,0,0,0,1,0,0,0,0
Nancy Drew: Tomb of the Lost Queen [Download],19.99,0.0,1,4.4,179,127,23,12,1,12,10,2,0,8,5,2012,1,3,0,1,0,0,0,0
Max Payne - PC,11.95,0.0,0,3.8,292,157,23,37,23,46,30,1,5,0,0,0,3,4,1,1,0,"Max Payne is a fugitive undercover cop, hunted by both the cops & the mob. There is no hope for Max to win in this cat-and-mouse game -- all he can do is take as many of them as he can. How he does it is up to you.
Unique 3rd-person perspective takes into the darkest parts of New York
Shoot it out with thugs and crooked cops in the worst blizzard in a century
Play in Bullet Time -- slow-motion timing that lets you dodge shots
Dark and gritty just went to a whole new level!",5,97
Hidden Expedition 5: The Uncharted Island - PC,5.95,0.0,0,2.8,12,3,1,1,1,4,50,2,0,0,0,0,1,1,1,1,0,0,0,0
Tomb Raider: Anniversary [Download],8.99,0.0,0,3.7,38,12,14,4,0,6,3,1,0,5,6,2007,2,2,0,1,0,0,0,0
The 80's Game - PC,9.98,0.0,0,3.9,4,1,1,1,0,0,13,11,0,0,0,0,1,1,1,1,0,"More than 3,000 totally awesome questions
Fresh ""What Year Did This Happen"" bonus questions
An excellent Versus Mode for challenging friends
Way cool 80's gear to collect plus the Delorean to win
Totally rad 80's player cards for saving scores",5,40
Weird Park: Scary Tales [Download],6.99,0.0,0,3.7,31,13,4,5,2,4,16,6,0,16,3,2017,6,1,0,1,0,"59 locations
26 mini-games
18 HOG scenes
Unlimited hints and tips
Learn-as-you-play tutorial",5,13
WWE 2K20 Backstage Pass Downloadable Content - PC [Online Game Code],29.99,0.0,1,5.0,1,1,0,0,0,0,6,1,0,22,10,2019,5,0,0,1,0,"The WWE 2K20 Backstage Pass includes WWE 2K20 Originals packs 2-4.
Does not include the first WWE 2K20 Originals Pack
This item is included in the WWE 2K20 Deluxe Edition.",3,30
Madagascar Island Mania - PC,9.99,0.0,1,4.5,2,1,0,0,0,0,3,2,0,0,0,0,2,0,1,1,0,"Features fun activities and challenging activities based on the movie
Adjustable difficulty levels for children of all ages
Rewards children with completion certificates and printable movie graphics
For ages 4 to 8",4,32
Chronicles of the Witches and Warlocks [Download],4.99,1.9,1,4.1,11,6,1,1,0,1,7,6,0,9,7,2014,1,5,0,1,0,"Collect photographs, notes, slides in 12 Hidden Object scenes and 16 mini-games - anything that might be useful in your investigation
Explore 33 beautifully designed locations and immerse yourself in an intruiging story that makes you look beyond the surface
Record all the facts and clues in your notebook - they could come in handy later.",3,56
Return to Mysterious Island 2 [Download],9.99,0.0,0,3.2,10,3,2,0,1,2,97,2,0,16,10,2009,0,0,0,1,0,0,0,0
Dungeon Lords Steam Edition [Online Game Code],3.74,11.25,0,3.9,5,3,0,1,0,0,5,3,0,5,1,2005,2,2,0,1,0,"You can download your game or software order an unlimited number of times for personal use.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,45
Total War : Rome Collection [Online Game Code],12.99,0.0,0,3.0,67,25,8,2,0,30,14,4,0,1,9,2006,2,6,0,1,0,"Once the Roman Empire is under your command, don't lay down your sword just yet - the Barbarians are coming.
With two award-winning titles from the esteemed Total War series, you'll have twice as many obstacles and opportunities to control and conquer the greatest empire ever known to man",2,49
Out of the Park Baseball 11 [Download],4.99,0.0,0,2.8,24,6,1,4,1,9,27,9,4,1,4,2010,0,0,0,1,0,0,0,0
Labyrinths of the World: The Devil's Tower [Download],9.99,0.0,0,2.9,5,2,0,0,0,2,7,6,0,5,1,2018,6,2,0,1,0,"Nonstop Hidden-Object fun for never-ending gameplay
Colorful puzzles and tricky mini games
A gripping story that won't let go of you
The exclusive follower of the favorite ""Labyrinths of the World"" series",4,32
10 Talismans - PC,7.99,0.0,1,4.8,15,12,2,0,0,0,112,5,0,0,0,0,3,1,1,1,0,"Over 50 levels of puzzles
Many unique power-ups
Beautiful backgrounds
Collect talismans to aide in your game",4,17
Command & Conquer: Tiberian Sun - PC,51.69,0.0,1,4.4,88,59,14,5,4,4,0,4,0,0,0,0,11,7,1,1,0,Command & Conquer Tiberian Sun,1,5
Sherlock Holmes and the Hound of the Baskervilles [Download],6.89,0.0,0,3.6,50,17,13,6,8,5,7,6,0,24,7,2014,1,5,0,1,0,"Stunning artwork
Dark atmosphere
Beautiful hidden object scenes
Multiple challenging puzzles
Over 35 locations to explore",5,16
Plants vs. Zombies [Online Game Code],4.99,0.0,0,3.4,457,228,18,41,18,146,0,1,0,5,5,2009,2,2,0,1,0,"Electronic Arts Inc.
1000144
Software",3,5
The Lord Of The Rings: Shadows Of Angmar - PC,9.99,0.0,1,4.2,120,69,25,7,10,7,51,3,0,24,4,2007,2,0,0,1,0,"The only MMO based on the extensive and beloved fantasy universe of J.R.R. Tolkien, and the first MMO to provide a compelling story behind players' actions
Unique Combat and Advancement Systems -- game mechanics surpass skills and levels to include accomplishment, traits and titles to help you gain experience in a variety of ways
Jump in as a monster and battle against other gamers in a fast, action-packed session of monster vs. player combat
Besides in-game mail, chat, crafting and guild management tools, The Lord of the Rings Online uses next-generation features like integrated voice chat, instant messaging and automatically updated web pages with your characters' in-game stats",4,108
The Sims 4 - Backyard Stuff [Online Game Code],9.99,0.0,1,4.7,769,630,76,30,7,15,0,4,0,12,7,2016,4,3,0,1,0,"Requires The Sims 4 Game (Sold Separately) And All Game Updates To Play
Slip, Slide, and Splash – Your Sims can cool off and let loose on two all-new lawn water slides. Perform and perfect a variety of tricks for your audience including surf-sliding through the jaws of a shark! Add soap for an even wilder experience.
Personalize the Backyard – Brighten up your Sim’s outdoor space with vibrant potted plants, playful decorative lights, and multi-colored patio furniture. Finish off the look with a soothing wind chime or add a bird feeder that’s sure to attract a few feathered friends.
Lounge in New Fashion – Dress your Sims in comfortable clothing and relaxed hairstyles that are perfect for hanging out in the backyard or sipping a glass of iced tea.
*REQUIRES THE SIMS 4 GAME (SOLD SEPARATELY) AND ALL GAME UPDATES TO PLAY",5,143
Titanic's Keys to the Past [Download],9.99,0.0,0,2.0,3,0,0,0,0,0,112,6,0,26,7,2012,0,0,0,1,0,"Game features very sophisticated art style, including visuals of Titanic wreck and ship’s interior as well as beautiful hidden object scenes.
Every location was meticulously painted to give at its best the unique look and style of this great ship.
High quality sound is also worth mentioning – with epic soundtrack and atmospheric ambient sounds.",3,55
Brothers in Arms: Hell's Highway - PC,13.99,0.0,1,4.0,72,40,10,12,5,5,1,1,0,7,10,2008,0,0,2,1,0,"Experience the largest paratrooper operation in World War II
Get orders from HQ, go on patrol, spot the enemy, and set up a devastating ambush
Each character designed with individual personality, unique story and background
Incredibly realistic, from trading ammunition to helping wounded allies
Fight major multiplayer battles with dozens of players on each side",5,55
Diner Dash: Hometown Hero [Old Version],9.9,0.0,0,3.7,39,21,1,4,5,5,8,4,0,0,0,0,8,2,1,1,0,"Diner Dash - Hometown Hero has Fun, Addictive Play
50 New Story Mode Levels
500+ clothing & decor items
Play with friends in multiplayerSystem Requirements
Windows 2000, Windows XP, Windows Vista",5,31
"Apex Legends - 11,500 Apex Coins [Online Game Code]",99.99,0.0,1,4.0,143,95,8,4,8,25,0,1,0,11,2,2019,5,0,0,1,0,"Show ‘em what you’re made of in Apex Legends, a free-to-play Battle Royale game
Explore a growing roster of powerful Legends, each with their own unique personality, strengths, and abilities.
Purchase Apex Coins to customize your character.
Use Apex Coins to purchase a Battle Pass through the in-game store.
These coins are only usable through Origin.",5,56
